Year,Title,Title Name,Average_Depth,Max_Depth,Average_Breadth,Max_Breadth,Num_Leaf_Nodes,Average_Branching_Factor,Variance_Branching_Factor,Number_of_Nodes,Group
2021,38,Veterans Benefits,5.746836295099623,9,1485.6,5078,10475,3.3907783611047706,6.898193893126051,14856,National Defense
2022,38,Veterans Benefits,5.779600969606563,9,1608.9,5548,11318,3.3720394047369524,7.017109632486627,16089,National Defense
2023,38,Veterans Benefits,5.779085615165407,9,1614.2,5560,11357,3.37324973876698,7.002586408894903,16142,National Defense
1994,39,Postal Service,4.628963153384747,9,116.7,386,858,3.773462783171521,6.324085420135919,1167,Economy
1995,39,Postal Service,4.628963153384747,9,116.7,386,858,3.773462783171521,6.324085420135919,1167,Economy
1996,39,Postal Service,4.631265930331351,9,117.7,390,866,3.781350482315113,6.2801666649434695,1177,Economy
1997,39,Postal Service,4.632550335570469,9,119.2,396,877,3.780952380952381,6.2980498866212695,1192,Economy
1998,39,Postal Service,4.635157545605307,9,120.6,400,886,3.765625,6.279443359375,1206,Economy
1999,39,Postal Service,4.736059479553903,9,134.5,421,979,3.672131147540984,6.154797097554418,1345,Economy
2000,39,Postal Service,4.751085383502171,9,138.2,435,1005,3.663129973474801,6.143813014937098,1382,Economy
2001,39,Postal Service,4.753602305475504,9,138.8,437,1009,3.65963060686016,6.140085351675308,1388,Economy
2002,39,Postal Service,4.850291639662994,9,154.3,499,1125,3.688995215311005,7.420022435383794,1543,Economy
2003,39,Postal Service,4.853187379265937,9,155.3,504,1132,3.68646080760095,7.407631417110091,1553,Economy
2004,39,Postal Service,4.868538608806637,9,156.7,506,1141,3.676056338028169,7.373933743304924,1567,Economy
2005,39,Postal Service,4.868538608806637,9,156.7,506,1141,3.676056338028169,7.373933743304924,1567,Economy
2006,39,Postal Service,5.060185185185185,9,194.4,616,1402,3.584870848708487,6.7667821788918445,1944,Economy
2007,39,Postal Service,5.059548254620124,9,194.8,619,1405,3.585635359116022,6.750953878086775,1948,Economy
2008,39,Postal Service,5.065173116089613,9,196.4,621,1416,3.582116788321168,6.841796979061282,1964,Economy
2009,39,Postal Service,5.066056910569106,9,196.8,623,1418,3.576363636363636,6.825986776859507,1968,Economy
2010,39,Postal Service,5.071065989847716,9,197.0,621,1419,3.573502722323049,6.818100072134123,1970,Economy
2011,39,Postal Service,5.071065989847716,9,197.0,621,1419,3.573502722323049,6.818100072134123,1970,Economy
2012,39,Postal Service,5.071065989847716,9,197.0,621,1419,3.573502722323049,6.818100072134123,1970,Economy
2013,39,Postal Service,5.071065989847716,9,197.0,621,1419,3.573502722323049,6.818100072134123,1970,Economy
2014,39,Postal Service,5.071065989847716,9,197.0,621,1419,3.573502722323049,6.818100072134123,1970,Economy
2015,39,Postal Service,5.071065989847716,9,197.0,621,1419,3.573502722323049,6.818100072134123,1970,Economy
2016,39,Postal Service,5.071142284569138,9,199.6,627,1437,3.5688729874776386,6.746150965978723,1996,Economy
2017,39,Postal Service,5.071142284569138,9,199.6,627,1437,3.5688729874776386,6.746150965978723,1996,Economy
2018,39,Postal Service,5.071142284569138,9,199.6,627,1437,3.5688729874776386,6.746150965978723,1996,Economy
2019,39,Postal Service,5.071142284569138,9,199.6,629,1435,3.556149732620321,6.721000505209362,1996,Economy
2020,39,Postal Service,5.071643286573146,9,199.6,629,1435,3.556149732620321,6.699610130877812,1996,Economy
2021,39,Postal Service,5.071643286573146,9,199.6,629,1435,3.556149732620321,6.699610130877812,1996,Economy
2022,39,Postal Service,5.090473910962183,9,208.9,649,1500,3.544991511035654,6.56716082335749,2089,Economy
2023,39,Postal Service,5.090473910962183,9,208.9,649,1500,3.544991511035654,6.567160823357492,2089,Economy
1994,40,"Public Buildings, Property, and Works",3.648637657584384,7,307.375,720,1873,4.194539249146757,55.6072056750811,2459,Economy
1995,40,"Public Buildings, Property, and Works",3.636835797043548,7,312.875,747,1907,4.197986577181208,55.78630467096129,2503,Economy
1996,40,"Public Buildings, Property, and Works",3.6843291995490417,7,332.625,789,2018,4.136858475894246,53.85685296130869,2661,Economy
1997,40,"Public Buildings, Property, and Works",3.705426356589147,8,301.0,800,2055,4.140672782874618,54.05666376754686,2709,Economy
1998,40,"Public Buildings, Property, and Works",3.699487554904832,8,303.55555555555554,803,2072,4.137878787878788,55.394625803491074,2732,Economy
1999,40,"Public Buildings, Property, and Works",3.699707388441844,8,303.77777777777777,803,2074,4.140909090909091,55.3846900826446,2734,Economy
2000,40,"Public Buildings, Property, and Works",3.704088952654232,7,348.5,823,2113,4.128888888888889,55.42486913580257,2788,Economy
2001,40,"Public Buildings, Property, and Works",3.715850736049298,7,365.125,873,2205,4.078212290502793,57.08885490465403,2921,Economy
2002,40,"Public Buildings, Property, and Works",5.254415866129532,9,322.7,983,2236,3.255297679112008,4.8379512484204295,3227,Economy
2003,40,"Public Buildings, Property, and Works",5.2520852641334566,9,323.7,992,2245,3.2620967741935485,4.842595603537935,3237,Economy
2004,40,"Public Buildings, Property, and Works",5.25231624459543,9,323.8,992,2246,3.263104838709677,4.875332295460438,3238,Economy
2005,40,"Public Buildings, Property, and Works",5.257291986490635,9,325.7,995,2259,3.262525050100201,4.860940317508838,3257,Economy
2006,40,"Public Buildings, Property, and Works",5.247521685254028,9,322.8,990,2241,3.269503546099291,4.887854160828396,3228,Economy
2007,40,"Public Buildings, Property, and Works",5.241771762534604,9,325.1,1001,2260,3.279515640766902,4.940034477807812,3251,Economy
2008,40,"Public Buildings, Property, and Works",5.219836111896016,9,353.9,1104,2464,3.2911627906976744,4.816619578150275,3539,Economy
2009,40,"Public Buildings, Property, and Works",5.222096637468211,9,353.9,1103,2464,3.2911627906976744,4.807317252568881,3539,Economy
2010,40,"Public Buildings, Property, and Works",5.223005356639414,9,354.7,1106,2470,3.292479108635097,4.817891439907148,3547,Economy
2011,40,"Public Buildings, Property, and Works",5.223005356639414,9,354.7,1106,2470,3.292479108635097,4.817891439907148,3547,Economy
2012,40,"Public Buildings, Property, and Works",5.223005356639414,9,354.7,1106,2470,3.292479108635097,4.817891439907148,3547,Economy
2013,40,"Public Buildings, Property, and Works",5.224696926980547,9,354.7,1105,2469,3.2894248608534324,4.806771283315212,3547,Economy
2014,40,"Public Buildings, Property, and Works",5.258259911894273,9,363.2,1113,2529,3.29193109700816,4.76699744946816,3632,Economy
2015,40,"Public Buildings, Property, and Works",5.262061403508772,9,364.8,1117,2542,3.29746835443038,4.800301004875449,3648,Economy
2016,40,"Public Buildings, Property, and Works",5.288431061806656,9,378.6,1151,2645,3.3172655565293603,4.86866772001435,3786,Economy
2017,40,"Public Buildings, Property, and Works",5.195089757127772,9,378.8,1151,2648,3.3219298245614035,4.9095190827947945,3788,Economy
2018,40,"Public Buildings, Property, and Works",5.296915838996341,9,382.6,1159,2673,3.3174327840416304,4.827250304458605,3826,Economy
2019,40,"Public Buildings, Property, and Works",5.29512893982808,9,383.9,1164,2682,3.3171996542783058,4.837154474399099,3839,Economy
2020,40,"Public Buildings, Property, and Works",5.295738045738045,9,384.8,1168,2689,3.3192407247627265,4.831648776391547,3848,Economy
2021,40,"Public Buildings, Property, and Works",5.295243019648397,9,386.8,1178,2703,3.31931330472103,4.84911197480153,3868,Economy
2022,40,"Public Buildings, Property, and Works",5.314235234729934,9,396.2,1200,2774,3.3341750841750843,5.064252939042607,3962,Economy
2023,40,"Public Buildings, Property, and Works",5.314235234729934,9,396.2,1200,2774,3.3341750841750843,5.064252939042608,3962,Economy
1994,41,Public Contracts,4.180212014134276,8,220.11111111111111,568,1433,3.613138686131387,14.062017155948508,1981,Economy
1995,41,Public Contracts,4.180212014134276,8,220.11111111111111,568,1433,3.613138686131387,14.062017155948508,1981,Economy
1996,41,Public Contracts,4.204050632911392,8,219.44444444444449,564,1432,3.6353591160220993,14.014366675824023,1975,Economy
1997,41,Public Contracts,4.20020429009193,8,217.5555555555556,564,1419,3.630797773654917,14.225470792128696,1958,Economy
1998,41,Public Contracts,4.19386189258312,8,217.22222222222223,564,1417,3.631970260223048,14.370130318818314,1955,Economy
1999,41,Public Contracts,4.200711382113822,8,218.66666666666663,565,1427,3.635859519408503,14.431172505218973,1968,Economy
2000,41,Public Contracts,4.202429149797571,8,219.5555555555556,568,1432,3.630514705882353,14.615318852724744,1976,Economy
2001,41,Public Contracts,4.202429149797571,8,219.5555555555556,568,1432,3.630514705882353,14.615318852724744,1976,Economy
2002,41,Public Contracts,4.229816740960872,8,224.3333333333333,573,1460,3.610017889087656,14.423942575708535,2019,Economy
2003,41,Public Contracts,4.222535211267606,8,236.66666666666663,620,1537,3.590219224283305,15.054676680439886,2130,Economy
2004,41,Public Contracts,4.221292422129242,8,239.0,628,1551,3.583333333333333,15.016388888888947,2151,Economy
2005,41,Public Contracts,4.219354838709678,8,241.11111111111111,636,1564,3.57920792079208,15.032504983171396,2170,Economy
2006,41,Public Contracts,4.219724770642202,8,242.22222222222223,641,1571,3.5779967159277506,14.98940091296144,2180,Economy
2007,41,Public Contracts,4.221259124087592,8,243.5555555555556,645,1579,3.5742251223491026,14.900281822077051,2192,Economy
2008,41,Public Contracts,4.242003367003367,8,264.0,699,1703,3.528974739970282,14.475014847801914,2376,Economy
2009,41,Public Contracts,4.242003367003367,8,264.0,699,1703,3.528974739970282,14.475014847801914,2376,Economy
2010,41,Public Contracts,5.68997668997669,9,257.4,799,1794,3.2987179487179485,4.440254766600935,2574,Economy
2011,41,Public Contracts,5.687403993855607,9,260.4,818,1817,3.307496823379924,4.525521942493112,2604,Economy
2012,41,Public Contracts,5.702001482579688,9,269.8,859,1887,3.3255240443896423,4.6905815687806784,2698,Economy
2013,41,Public Contracts,5.702001482579688,9,269.8,859,1887,3.3255240443896423,4.6905815687806784,2698,Economy
2014,41,Public Contracts,5.704511834319527,9,270.4,860,1892,3.328817733990148,4.698529144118959,2704,Economy
2015,41,Public Contracts,5.705947543405984,9,270.7,860,1895,3.332512315270936,4.714558712902557,2707,Economy
2016,41,Public Contracts,5.708149779735683,9,272.4,870,1907,3.332925336597308,4.716578100912458,2724,Economy
2017,41,Public Contracts,5.708149779735683,9,272.4,870,1907,3.332925336597308,4.716578100912458,2724,Economy
2018,41,Public Contracts,5.814690026954178,10,269.8181818181818,916,2089,3.3754266211604094,4.782831871464119,2968,Economy
2019,41,Public Contracts,5.821130056837178,10,271.90909090909093,919,2102,3.3633295838020247,4.730758767639911,2991,Economy
2020,41,Public Contracts,5.821977287909152,10,272.1818181818182,920,2104,3.3629213483146065,4.727838656735278,2994,Economy
2021,41,Public Contracts,5.818971275885104,10,272.1818181818182,916,2104,3.3629213483146065,4.727838656735278,2994,Economy
2022,41,Public Contracts,5.819152485819153,10,272.45454545454544,916,2106,3.362514029180696,4.7428821196124105,2997,Economy
2023,41,Public Contracts,5.819152485819153,10,272.45454545454544,916,2106,3.362514029180696,4.742882119612411,2997,Economy
1994,42,The Public Health and Welfare,5.9285694249649366,11,5941.666666666667,20311,51271,3.5597883069549154,11.235890633698247,71300,Society
1995,42,The Public Health and Welfare,5.930261992152892,11,5925.75,20255,51130,3.559137093948646,11.218423320658411,71109,Society
1996,42,The Public Health and Welfare,5.9332185174979335,11,6048.333333333333,20815,52121,3.547534092575394,11.18493196612255,72580,Society
1997,42,The Public Health and Welfare,5.944608953144051,11,6219.416666666667,21460,53549,3.5397457787896034,11.114669561628135,74633,Society
1998,42,The Public Health and Welfare,5.9458493823881,11,6274.166666666667,21798,53963,3.530219909035495,11.135850014937144,75290,Society
1999,42,The Public Health and Welfare,5.952317656410858,11,6394.75,22260,54956,3.523070566089712,11.145478033172044,76737,Society
2000,42,The Public Health and Welfare,5.9559350249709935,11,6607.666666666667,23190,56711,3.511403392232408,11.076759825802958,79292,Society
2001,42,The Public Health and Welfare,5.963634320811955,11,6675.25,23417,57293,3.5117053923717667,11.095983106542455,80103,Society
2002,42,The Public Health and Welfare,5.967591916240565,11,6845.0,24049,58752,3.512014708397469,11.1348393991324,82140,Society
2003,42,The Public Health and Welfare,5.981221880179967,11,7038.333333333333,24779,60306,3.496687919185228,10.986347397259506,84460,Society
2004,42,The Public Health and Welfare,5.980978766995716,11,7158.666666666667,25226,61338,3.49682487991533,10.962438017611904,85904,Society
2005,42,The Public Health and Welfare,6.034115321818338,11,7758.0,27268,66390,3.4859207668688685,10.688729357011178,93096,Society
2006,42,The Public Health and Welfare,6.050196439020312,11,7975.333333333333,28039,68204,3.480109090909091,10.627858897192096,95704,Society
2007,42,The Public Health and Welfare,6.093008033323415,11,8402.5,29220,71870,3.481664364640884,10.672108555849292,100830,Society
2008,42,The Public Health and Welfare,6.098978023146761,11,8618.916666666666,29928,73731,3.4828259698275863,10.687339750964416,103427,Society
2009,42,The Public Health and Welfare,6.112125507986013,11,8817.5,30520,75446,3.4846858121459623,10.73270579972097,105810,Society
2010,42,The Public Health and Welfare,6.226950673856874,11,9256.416666666666,33130,79151,3.4791705819708074,10.49024771148869,111077,Society
2011,42,The Public Health and Welfare,6.227185251798561,11,9266.666666666666,33167,79239,3.4792090360126404,10.496243371753796,111200,Society
2012,42,The Public Health and Welfare,6.2284742797986645,11,9337.666666666666,33443,79825,3.476929282899432,10.489639026961902,112052,Society
2013,42,The Public Health and Welfare,6.231171883345796,11,9361.0,33462,80021,3.4765559716505217,10.515551705250902,112332,Society
2014,42,The Public Health and Welfare,6.2321950612676495,11,9378.25,33558,80191,3.4789786076418943,10.605314252914107,112539,Society
2015,42,The Public Health and Welfare,6.238626316388435,11,9519.416666666666,34016,81379,3.476958665611493,10.571743401413904,114233,Society
2016,42,The Public Health and Welfare,6.241394233682152,11,9627.75,34468,82342,3.480823114699768,10.68402711315021,115533,Society
2017,42,The Public Health and Welfare,6.220098175419098,11,8997.5,32055,76904,3.475471576643276,10.866857958587271,107970,Society
2018,42,The Public Health and Welfare,6.226204343311211,11,9228.75,33022,78959,3.484049581576795,10.915007020001395,110745,Society
2019,42,The Public Health and Welfare,6.228648206566188,11,9272.25,33174,79325,3.483376119216079,10.918310460188556,111267,Society
2020,42,The Public Health and Welfare,6.255052137005921,11,9542.166666666666,33834,81682,3.488453570558128,10.90749524443282,114506,Society
2021,42,The Public Health and Welfare,6.2739779573593015,11,9806.75,34544,83915,3.4851625895871585,10.791330523530542,117681,Society
2022,42,The Public Health and Welfare,6.30110305398989,11,10319.833333333334,36179,88368,3.491316605582182,10.71189245882835,123838,Society
2023,42,The Public Health and Welfare,6.302510311936066,11,10344.0,36247,88578,3.491617440225036,10.714402306532,124128,Society
1994,43,Public Lands,3.8701421800947866,7,527.5,1309,3247,4.336073997944501,27.38859589174985,4220,Economy
1995,43,Public Lands,3.8859154929577455,8,473.3333333333333,1321,3276,4.328252032520325,27.33025873322756,4260,Economy
1996,43,Public Lands,3.891784966255527,8,477.44444444444446,1333,3302,4.317587939698493,27.221750965884738,4297,Economy
1997,43,Public Lands,3.9024501946416303,8,485.22222222222223,1356,3350,4.293018682399214,26.87185883249288,4367,Economy
1998,43,Public Lands,3.9070294784580497,8,490.0,1375,3381,4.284742468415938,26.75760005515485,4410,Economy
1999,43,Public Lands,3.911904224079512,8,491.8888888888889,1383,3395,4.288759689922481,26.792586833723725,4427,Economy
2000,43,Public Lands,3.9143604271083023,8,509.8888888888889,1426,3519,4.28785046728972,26.29471220193863,4589,Economy
2001,43,Public Lands,3.91991341991342,8,513.3333333333334,1436,3541,4.280815569972196,26.340975794530845,4620,Economy
2002,43,Public Lands,3.9197664359861593,8,513.7777777777778,1439,3544,4.280555555555556,26.437029320988103,4624,Economy
2003,43,Public Lands,3.920336787564767,8,514.6666666666666,1440,3550,4.2800369685767095,26.567605174234654,4632,Economy
2004,43,Public Lands,3.971707925941336,8,534.1111111111111,1466,3668,4.219490781387182,25.818373401802223,4807,Economy
2005,43,Public Lands,4.00183299389002,8,545.5555555555555,1479,3743,4.206512425021423,25.71485047606628,4910,Economy
2006,43,Public Lands,4.054980842911878,8,580.0,1559,3962,4.148648648648648,24.5176492072364,5220,Economy
2007,43,Public Lands,4.053857906799084,8,581.7777777777778,1571,3975,4.15146708961142,24.870792851613054,5236,Economy
2008,43,Public Lands,4.093433878977377,8,604.1111111111111,1619,4127,4.149618320610687,25.134866266534285,5437,Economy
2009,43,Public Lands,4.14188243526942,8,635.1111111111111,1679,4320,4.093839541547278,25.268414770813767,5716,Economy
2010,43,Public Lands,4.143930131004367,8,636.1111111111111,1680,4326,4.091493924231594,25.22107846869096,5725,Economy
2011,43,Public Lands,4.149947753396029,8,638.0,1680,4339,4.091945830363507,25.28520241474145,5742,Economy
2012,43,Public Lands,4.149669335189698,8,638.4444444444445,1683,4342,4.0918803418803416,25.26435002556761,5746,Economy
2013,43,Public Lands,4.1560553633218,8,642.2222222222222,1687,4368,4.092776203966006,25.177653199206432,5780,Economy
2014,43,Public Lands,4.163226694186447,8,646.0,1693,4389,4.079298245614035,25.260378454909656,5814,Economy
2015,43,Public Lands,4.163395316804408,8,645.3333333333334,1687,4384,4.077949438202247,25.310637368229287,5808,Economy
2016,43,Public Lands,4.177581221296139,8,653.2222222222222,1699,4437,4.076282940360611,25.198064408156178,5879,Economy
2017,43,Public Lands,4.198867421718854,8,667.1111111111111,1702,4525,4.0588235294117645,25.081732490157176,6004,Economy
2018,43,Public Lands,4.2299473521214,8,717.5555555555555,1846,4853,4.023052959501558,23.54526295358137,6458,Economy
2019,43,Public Lands,4.262520313192495,8,752.1111111111111,1908,5048,3.932597327135386,22.167449907000336,6769,Economy
2020,43,Public Lands,4.297203765227021,8,802.6666666666666,2021,5370,3.895900755124056,21.22379117893252,7224,Economy
2021,43,Public Lands,4.288731453014303,8,831.2222222222222,2129,5549,3.8716356107660457,20.71954742829753,7481,Economy
2022,43,Public Lands,4.298358502954694,8,846.1111111111111,2161,5642,3.8590978205778,20.40386679884412,7615,Economy
2023,43,Public Lands,4.298358502954694,8,846.1111111111111,2161,5642,3.8590978205778,20.40386679884412,7615,Economy
1994,44,Public Printing and Documents,3.128282828282828,7,123.75,317,786,4.848039215686274,31.226907920030666,990,Government Structure
1995,44,Public Printing and Documents,3.392361111111111,7,144.0,322,886,4.327067669172933,25.15242523602249,1152,Government Structure
1996,44,Public Printing and Documents,3.400690846286701,7,144.75,324,891,4.333333333333333,24.63420724094869,1158,Government Structure
1997,44,Public Printing and Documents,3.400690846286701,7,144.75,324,891,4.333333333333333,24.63420724094869,1158,Government Structure
1998,44,Public Printing and Documents,3.400690846286701,7,144.75,324,891,4.333333333333333,24.63420724094869,1158,Government Structure
1999,44,Public Printing and Documents,3.4027657735522903,7,144.625,325,890,4.329588014981273,24.05616574787149,1157,Government Structure
2000,44,Public Printing and Documents,3.907692307692308,8,144.44444444444446,296,987,4.1501597444089455,21.2522124345455,1300,Government Structure
2001,44,Public Printing and Documents,3.907834101382488,8,144.66666666666666,296,988,4.143312101910828,21.199206864376148,1302,Government Structure
2002,44,Public Printing and Documents,4.102088167053364,8,191.5555555555556,392,1307,4.13189448441247,17.80274772987334,1724,Government Structure
2003,44,Public Printing and Documents,4.111174785100286,8,193.88888888888889,400,1321,4.113207547169812,17.62869348522597,1745,Government Structure
2004,44,Public Printing and Documents,4.108831908831909,8,195.0,404,1329,4.117370892018779,17.868853181687847,1755,Government Structure
2005,44,Public Printing and Documents,4.108831908831909,8,195.0,404,1329,4.117370892018779,17.868853181687847,1755,Government Structure
2006,44,Public Printing and Documents,4.108831908831909,8,195.0,404,1329,4.117370892018779,17.868853181687847,1755,Government Structure
2007,44,Public Printing and Documents,4.108831908831909,8,195.0,404,1329,4.117370892018779,17.868853181687847,1755,Government Structure
2008,44,Public Printing and Documents,4.107363687464868,8,197.66666666666663,408,1348,4.125290023201856,17.79868756089792,1779,Government Structure
2009,44,Public Printing and Documents,4.107363687464868,8,197.66666666666663,408,1348,4.125290023201856,17.79868756089792,1779,Government Structure
2010,44,Public Printing and Documents,4.107303370786517,8,197.77777777777777,408,1349,4.127610208816705,17.79114022857314,1780,Government Structure
2011,44,Public Printing and Documents,4.107303370786517,8,197.77777777777777,408,1349,4.127610208816705,17.79114022857314,1780,Government Structure
2012,44,Public Printing and Documents,4.107303370786517,8,197.77777777777777,408,1349,4.127610208816705,17.79114022857314,1780,Government Structure
2013,44,Public Printing and Documents,4.107303370786517,8,197.77777777777777,408,1349,4.127610208816705,17.79114022857314,1780,Government Structure
2014,44,Public Printing and Documents,4.058091286307054,8,187.44444444444449,396,1269,4.033492822966507,17.486916508321645,1687,Government Structure
2015,44,Public Printing and Documents,4.09965237543453,8,191.77777777777777,405,1295,4.002320185614849,17.213451693304915,1726,Government Structure
2016,44,Public Printing and Documents,4.098958333333333,8,192.0,405,1297,4.006960556844548,17.208768255984815,1728,Government Structure
2017,44,Public Printing and Documents,4.097813578826237,8,193.11111111111111,407,1304,4.002304147465438,17.126722801503618,1738,Government Structure
2018,44,Public Printing and Documents,4.17853509664293,8,218.44444444444449,505,1475,4.002036659877801,15.88797955873753,1966,Government Structure
2019,44,Public Printing and Documents,4.175587793896948,8,222.11111111111111,519,1503,4.028225806451613,16.204848465140415,1999,Government Structure
2020,44,Public Printing and Documents,4.174925668979188,8,224.22222222222223,523,1517,4.025948103792415,16.204915518264468,2018,Government Structure
2021,44,Public Printing and Documents,4.174925668979188,8,224.22222222222223,523,1517,4.025948103792415,16.204915518264468,2018,Government Structure
2022,44,Public Printing and Documents,4.156005522319374,8,241.44444444444449,546,1636,4.044692737430168,15.830404793857989,2173,Government Structure
2023,44,Public Printing and Documents,4.156005522319374,8,241.44444444444449,546,1636,4.044692737430168,15.830404793857992,2173,Government Structure
1994,45,Railroads,4.349503858875414,8,302.3333333333333,874,2000,3.772538141470181,12.19236651206811,2721,Economy
1995,45,Railroads,4.3523564064801175,8,301.77777777777777,873,1997,3.776077885952712,12.157091153878188,2716,Economy
1996,45,Railroads,4.370288248337029,8,300.6666666666667,873,1990,3.777932960893855,12.122473939640116,2706,Economy
1997,45,Railroads,4.373471656168952,8,299.8888888888889,873,1985,3.778711484593837,12.127501981184556,2699,Economy
1998,45,Railroads,4.351669941060904,8,282.77777777777777,804,1872,3.7800891530460623,12.207211284770892,2545,Economy
1999,45,Railroads,4.351669941060904,8,282.77777777777777,804,1872,3.7800891530460623,12.207211284770892,2545,Economy
2000,45,Railroads,4.351669941060904,8,282.77777777777777,804,1872,3.7800891530460623,12.207211284770892,2545,Economy
2001,45,Railroads,4.391653905053599,8,290.22222222222223,824,1922,3.7840579710144926,12.33452846040752,2612,Economy
2002,45,Railroads,4.391653905053599,8,290.22222222222223,824,1922,3.7840579710144926,12.33452846040752,2612,Economy
2003,45,Railroads,4.396617986164489,8,289.1111111111111,824,1914,3.7805232558139537,12.334097400621774,2602,Economy
2004,45,Railroads,4.3973128598848366,8,289.44444444444446,824,1917,3.7848837209302326,12.311283126014043,2605,Economy
2005,45,Railroads,4.402820121951219,8,291.55555555555554,834,1932,3.790462427745665,12.333261635871455,2624,Economy
2006,45,Railroads,4.402666666666667,8,291.6666666666667,834,1933,3.791907514450867,12.335310234220916,2625,Economy
2007,45,Railroads,4.402666666666667,8,291.6666666666667,834,1933,3.791907514450867,12.335310234220916,2625,Economy
2008,45,Railroads,4.407829722538959,8,292.3333333333333,835,1937,3.789625360230548,12.295800147829471,2631,Economy
2009,45,Railroads,4.412433661865049,8,293.1111111111111,836,1942,3.788793103448276,12.264299692826006,2638,Economy
2010,45,Railroads,4.412433661865049,8,293.1111111111111,836,1942,3.788793103448276,12.264299692826006,2638,Economy
2011,45,Railroads,4.412433661865049,8,293.1111111111111,836,1942,3.788793103448276,12.264299692826006,2638,Economy
2012,45,Railroads,4.41798344620015,8,295.3333333333333,840,1956,3.784900284900285,12.29133895017086,2658,Economy
2013,45,Railroads,4.41798344620015,8,295.3333333333333,840,1956,3.784900284900285,12.29133895017086,2658,Economy
2014,45,Railroads,4.41798344620015,8,295.3333333333333,840,1956,3.784900284900285,12.29133895017086,2658,Economy
2015,45,Railroads,4.4506578947368425,8,304.0,863,2012,3.777624309392265,12.203311483166102,2736,Economy
2016,45,Railroads,4.4506578947368425,8,304.0,863,2012,3.777624309392265,12.203311483166102,2736,Economy
2017,45,Railroads,4.4506578947368425,8,304.0,863,2012,3.777624309392265,12.203311483166102,2736,Economy
2018,45,Railroads,4.4506578947368425,8,304.0,863,2012,3.777624309392265,12.203311483166102,2736,Economy
2019,45,Railroads,4.4506578947368425,8,304.0,863,2012,3.777624309392265,12.203311483166102,2736,Economy
2020,45,Railroads,4.453318745441284,8,304.6666666666667,865,2016,3.775482093663912,12.182374078880404,2742,Economy
2021,45,Railroads,4.404771216269065,8,284.1111111111111,790,1876,3.753303964757709,12.429596279117956,2557,Economy
2022,45,Railroads,4.404771216269065,8,284.1111111111111,790,1876,3.753303964757709,12.429596279117956,2557,Economy
2023,45,Railroads,4.404771216269065,8,284.1111111111111,790,1876,3.753303964757709,12.429596279117956,2557,Economy
1994,46,Shipping,5.450972762645915,8,285.55555555555554,933,1859,3.613220815752461,7.803988360523048,2570,Economy
1995,46,Shipping,5.450972762645915,8,285.55555555555554,933,1859,3.613220815752461,7.803988360523051,2570,Economy
1996,46,Shipping,5.467989517034819,8,296.77777777777777,957,1932,3.612990527740189,7.685135711682942,2671,Economy
1997,46,Shipping,5.481205805731299,9,268.7,958,1942,3.6053691275167785,7.645608756362395,2687,Economy
1998,46,Shipping,5.489492753623188,9,276.0,979,1989,3.578469520103761,7.538265361911503,2760,Economy
1999,46,Shipping,5.489492753623188,9,276.0,979,1989,3.578469520103761,7.538265361911503,2760,Economy
2000,46,Shipping,5.492596605272662,9,276.9,981,1994,3.5716129032258066,7.50938772112385,2769,Economy
2001,46,Shipping,5.500718907260963,9,278.2,981,2003,3.569961489088575,7.477454555641482,2782,Economy
2002,46,Shipping,5.469131832797427,9,311.0,1102,2241,3.5776754890678943,7.42003096028526,3110,Economy
2003,46,Shipping,5.455034359127577,9,334.7,1169,2405,3.552016985138004,7.183599965741239,3347,Economy
2004,46,Shipping,5.455034359127577,9,334.7,1169,2405,3.552016985138004,7.183599965741239,3347,Economy
2005,46,Shipping,5.455034359127577,9,334.7,1169,2405,3.552016985138004,7.183599965741239,3347,Economy
2006,46,Shipping,4.753514807059528,8,742.8888888888889,2136,4751,3.454780361757106,8.050539163645295,6686,Economy
2007,46,Shipping,4.753855278766311,8,749.3333333333334,2165,4792,3.454405737704918,8.06247034357369,6744,Economy
2008,46,Shipping,4.760304004676995,8,760.2222222222222,2197,4860,3.451564076690212,8.029692306439,6842,Economy
2009,46,Shipping,4.767242631043996,8,765.2222222222222,2206,4890,3.4481722583875816,7.997939824107642,6887,Economy
2010,46,Shipping,4.868630136986301,9,730.0,2268,5178,3.439679547596607,9.076710170637709,7300,Economy
2011,46,Shipping,4.868392221309231,9,730.2,2268,5179,3.4390014130946773,9.0734105902009,7302,Economy
2012,46,Shipping,4.8648170814633485,9,735.3,2290,5220,3.446788560712611,9.108865682907116,7353,Economy
2013,46,Shipping,4.863413304252999,9,733.6,2283,5209,3.44851904090268,9.121820796887338,7336,Economy
2014,46,Shipping,4.878525811601916,9,751.6,2353,5335,3.44566712517194,9.052183197769017,7516,Economy
2015,46,Shipping,4.882734861534384,9,754.7,2360,5357,3.445662100456621,9.030609036508626,7547,Economy
2016,46,Shipping,4.906402674209308,9,777.8,2424,5521,3.4457244129375275,9.021533558078923,7778,Economy
2017,46,Shipping,4.916572575586501,9,797.1,2490,5658,3.445741461305664,8.936204303240105,7971,Economy
2018,46,Shipping,4.9391948393262455,9,837.1,2612,5946,3.451546391752577,8.898373897332835,8371,Economy
2019,46,Shipping,4.9425809457256,9,858.6,2683,6095,3.446407065435568,8.849295601460346,8586,Economy
2020,46,Shipping,4.967657342657343,9,915.2,2855,6495,3.4441098983816336,8.462909416600608,9152,Economy
